Términos de búsqueda
Todo el período
Término de búsqueda,Tipo de concordancia con los términos de búsqueda,Agregadas/excluidas,Clics,Impr.,CTR,Código de moneda,Prom. CPC,Costo,% impr. (absoluto parte sup.),% impr. (parte sup.),Conversiones,Conv. posimpresión,Costo/conv.,Porcentaje de conv.
remedios caseros para los nervios y estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios caseros para quitar la ansiedad de las drogas,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios naturales para los nervios,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios naturales para nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios para calmar el sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios para el estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
remedios para la ansiedad y nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios para la preocupación,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
remedios para los nervios y estres,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion bajar ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion calmar ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para calmar,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para calmar el sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para calmar la mente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para la ansiedad y dormir,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para relajar los nervios,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion para relajarse,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion profunda para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiracion relajante,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiraciones para calmar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiraciones para calmar la mente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración contra la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración guiada ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para ansiedad,Concordancia de frase (variante cercana),Ninguna,0,14,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para ataques de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para calmar el sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para calmar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para controlar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para el estrés,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respiración para relajar el sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
respirar para relajarse,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
rutinas de meditacion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
rwlajacion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
sanar la ansiedad y el panico,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
sanar los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
se puede curar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
se puede curar la ansiedad sin medicamentos,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,50.00%,50.00%,0.00,0,0,0
soluciones contra la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
sonoterapia para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,8,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
supera tu ansiedad sin medicacion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
superar la ansiedad sin medicacion,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
suplemento para los nervios,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
síntomas de ansiedad en mujeres como tratarlas,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
taping para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tapping para calmar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tapping para el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tapping para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tcc ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
te ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
te relajante para los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica cognitivo conductual para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica de meditacion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica de meditación,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica de relajacion,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica de relajacion 3 3 3,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica de respiracion para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,6,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica grounding para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnica mindfulness,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de meditacion,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de meditacion profunda,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de relajacion,Concordancia de frase (variante cercana),Ninguna,0,7,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
tecnicas de relajacion para el estres,Concordancia de frase (variante cercana),Ninguna,0,6,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de relajacion para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,50.00%,100.00%,0.00,0,0,0
tecnicas de relajacion para la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de relajacion para reducir la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de relajación,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de relajación para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de respiracion para calmar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de respiracion para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,12,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
tecnicas de respiracion para los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de respiracion para relajarse,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas de respiración para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas mindfulness para adultos,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para bajar el estres y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para bajar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para controlar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para dominar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para manejar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para respirar y relajarse,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tecnicas para vencer la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
temas para relajar la mente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tener paz mental,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tengo ansiedad que puedo hacer,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tengo ansiedad y no puedo dormir,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
tengo estres y ansiedad que hago,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
terapia ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
terapia ansiedad generalizada,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia cognitiva conductual ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia cognitivo conductual para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,8,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia conductiva conductual ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de meditacion,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de relajacion,Concordancia de frase (variante cercana),Ninguna,0,8,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de relajacion guiada,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de relajacion para el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
terapia de relajación para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia de respiracion para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia guiada de relajacion,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia mindfulness para ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para ansiedad generalizada,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para calmar la mente,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para controlar los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para la ansiedad y depresión,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para la ansiedad y miedo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia para superar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia psicologica para la depresion y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia psicológica para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapia tcc para ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias de relajacion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias de relajacion para el estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias de relajación para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias para depresion y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias para el estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias para la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias para reducir la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
terapias psicológicas para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tips para bajar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tips para controlar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tips para la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tips para reducir la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tranquilidad mental,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tranquilizar el alma,Concordancia de frase (variante cercana),Ninguna,0,4,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
trastorno de ansiedad tratamiento,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento de anciedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento de la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,100.00%,100.00%,0.00,0,0,0
tratamiento farmacológico de la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento homeopático para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
tratamiento natural para la ansiedad y nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento naturales para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
tratamiento para ansiedad y estres,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
tratamiento para el estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,100.00%,0.00,0,0,0
tratamiento para el trastorno de ansiedad generalizada,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
tratamiento para estres y ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento para la ansiedad angustia y crisis de panico,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento para la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento para la ansiedad y nerviosismo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento para los nervios y la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamiento psicológico para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamientos para ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamientos para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tratamientos psicologicos para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,33.33%,100.00%,0.00,0,0,0
trucos para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,8,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
trucos para perder los nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0.00%,0.00%,0.00,0,0,0
trucos para tranquilizar el sistema nervioso,Concordancia de frase (variante cercana),Ninguna,0,6,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
trucos para tranquilizar el sistema nervioso frank suárez,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
tu eres mi medicina para calmar mis nervios,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnica de mindfulness,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnica de relajación para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnica de relajamiento,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnica de respiración para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de meditación,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de mindfulness,Concordancia de frase (variante cercana),Ninguna,0,3,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de relajación,Concordancia de frase (variante cercana),Ninguna,0,7,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de relajación para el estrés,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de relajación para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de relajamiento,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de respiración para el estrés,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de respiración para la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas de respiración para relajarse,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas para calmar la ansiedad,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
técnicas para relajarse,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
vencer la ansiedad y depresion,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
vencer la ansiedad y el miedo,Concordancia de frase (variante cercana),Ninguna,0,1,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
vibracion para relajar el cerebro,Concordancia de frase (variante cercana),Ninguna,0,2,0.00%,PEN,0,0.00,0,0,0.00,0,0,0
